商品コード,法人名,商品名,型番,全国平均貸与価格（円）,貸与価格の上限（円）
01087-000042,パシフィックサプライ株式会社,テレスコピックスロープ　200cm,1842,5742,6400
01087-000044,パシフィックサプライ株式会社,テレスコピックスロープ　300cm,1844,6684,7430
01090-000007,山一株式会社,Yファイバーマットレス,YF-91,1054,1170
01090-000008,山一株式会社,サニーエース,89H,2000,2000
01093-000001,株式会社ウェルケアバンク,モア四点杖(Ｌ),WC5623,947,1090
01093-000002,株式会社ウェルケアバンク,モア四点杖(Ｓ),WC5638,968,1080
01093-000005,株式会社ウェルケアバンク,四輪歩行補助車　あゆむくん,WCFW4SAB,2604,3090
01093-000007,株式会社ウェルケアバンク,モア四点杖　Plus,WC604S,973,1070
01096-000005,ユーバ産業株式会社,伸縮歩行器,H-0188,2079,2290
01096-000023,ユーバ産業株式会社,伸縮歩行器 スライドフィット キャスター付,0193C,2562,3030
01096-000024,ユーバ産業株式会社,伸縮歩行器 スライドフィット キャスター付,0194W,2456,2780
01096-000025,ユーバ産業株式会社,伸縮歩行器 スライドフィット キャスター付,0195C,2658,3110
01096-000026,ユーバ産業株式会社,伸縮歩行器 スライドフィット キャスター付,0193S,2219,2520
01096-000033,ユーバ産業株式会社,伸縮歩行器　スライドフィットミニタイプ,Ｍ-0188,2105,2300
01096-000034,ユーバ産業株式会社,歩行車　アームフィット　屋内用,AR-428,3531,4040
01096-000035,ユーバ産業株式会社,歩行車　アームフィット　屋外用,AR-458,3094,3580
01096-000038,ユーバ産業株式会社,歩行車　アームフィット　室内用　肘置き付,AR-428E,3231,3550
01096-000039,ユーバ産業株式会社,歩行車　アームフィット　屋外用　肘置き付,AR-458E,3418,3950
01096-000046,ユーバ産業株式会社,歩行車　ザフィット　室内外兼用,TF-0438,3030,3220
01096-000050,ユーバ産業株式会社,歩行車　アームフィットEX　屋外用　肘置き付,AREX-590E,3764,4150
01096-000055,ユーバ産業株式会社,4点前後可動・固定式　伸縮4点杖 （2WAYステッキ）,TW-0128,1028,1090
01096-000057,ユーバ産業株式会社,伸縮歩行器,L-0188,1997,2070
01096-000058,ユーバ産業株式会社,伸縮歩行器,L-0193S,2006,2070
01096-000059,ユーバ産業株式会社,伸縮歩行器,L-0193C,2893,3220
01096-000060,ユーバ産業株式会社,伸縮歩行器,L-0194W,2978,3120
01096-000061,ユーバ産業株式会社,伸縮歩行器,L-0195C,2929,3160
01096-000062,ユーバ産業株式会社,伸縮歩行器,HT-0188,2217,2570
01096-000068,ユーバ産業株式会社,伸縮歩行器,M-0193C,2251,2540
01096-000074,ユーバ産業株式会社,伸縮歩行器　スライドフィットEX,H-0288,2078,2260
01096-000076,ユーバ産業株式会社,伸縮歩行器　スライドフィットEX,H-0293CT,2431,2720
01096-000077,ユーバ産業株式会社,伸縮歩行器　スライドフィットEX,H-0294WT,2394,2710
01096-000083,ユーバ産業株式会社,伸縮歩行器　スライドフィットEX,M-0293ST,2164,2390
01096-000084,ユーバ産業株式会社,伸縮歩行器　スライドフィットEX,M-0293CT,2370,2630
01096-000085,ユーバ産業株式会社,伸縮歩行器　スライドフィットEX,M-0294WT,2378,2700
01102-000009,株式会社東京エンゼル本社,フットガード,8002,556,710
01105-000001,田辺プレス株式会社,テトラ・ケイン　S,,1145,1320
01105-000002,田辺プレス株式会社,Mgウォーカー M,,2238,2560
01105-000003,田辺プレス株式会社,Mgウォーカー S,,2265,2570
01105-000005,田辺プレス株式会社,Mg 松葉杖 中,,1200,1310
01105-000008,田辺プレス株式会社,MgクラッチM,,1179,1440
01105-000009,田辺プレス株式会社,テトラ・ケイン　ラージベース　S,,1332,1560
01105-000010,田辺プレス株式会社,テトラケイン　ラージベース　立上がり機能付き,,1838,2150
01105-000011,田辺プレス株式会社,MgウォーカーⅡ型　S,,2342,2650
01105-000012,田辺プレス株式会社,MgウォーカーⅡ型　キャスター付き　S,,2774,3160
01105-000014,田辺プレス株式会社,Mgウォーカー　Ⅲ型　S,,2335,2590
01105-000015,田辺プレス株式会社,Mgウォーカー　Ⅲ型　M,,2366,2610
01105-000022,田辺プレス株式会社,Mgウォーカー　High&Low S,,2781,3120
01105-000023,田辺プレス株式会社,Mgウォーカー　High&Low M,,2712,3090
01105-000024,田辺プレス株式会社,テトラ・ケイン　ミディS,,1166,1370
01105-000025,田辺プレス株式会社,テトラ・ケイン　ミディM,,1163,1360
01105-000027,田辺プレス株式会社,テトラ・ケイン　ミディ　フレックス　M,,1159,1340
01105-000028,田辺プレス株式会社,テトラ・ケイン　M,,1190,1390
01105-000030,田辺プレス株式会社,MgウォーカーⅡ型　M,,2391,2720
01105-000033,田辺プレス株式会社,テトラ・ケインα　S,,1136,1260
01105-000034,田辺プレス株式会社,テトラ・ケインα　M,,1130,1260
01115-000003,シンエイテクノ株式会社,タッチスロープ,TS-80,494,520
01115-000004,シンエイテクノ株式会社,タッチスロープ,TS-100,461,560
01115-000005,シンエイテクノ株式会社,ダイヤスロープ,DS76-15,482,570
01115-000006,シンエイテクノ株式会社,ダイヤスロープ,DS76-20,487,570
01115-000007,シンエイテクノ株式会社,ダイヤスロープ,DS76-25,489,570
01115-000008,シンエイテクノ株式会社,ダイヤスロープ,DS76-30,498,580
01115-000009,シンエイテクノ株式会社,ダイヤスロープ,DS76-35,525,600
01115-000010,シンエイテクノ株式会社,ダイヤスロープ,DS76-40,553,650
01115-000011,シンエイテクノ株式会社,ダイヤスロープ,DS76-45,571,670
01115-000012,シンエイテクノ株式会社,ダイヤスロープ,DS76-50,613,750
01115-000016,シンエイテクノ株式会社,ダイヤスロープ,DS76-55,792,1000
01115-000017,シンエイテクノ株式会社,ダイヤスロープ,DS76-60,848,1070
01115-000018,シンエイテクノ株式会社,ダイヤスロープ,DS76-10,476,570
01115-000019,シンエイテクノ株式会社,ダイヤスロープ100,DS100-10,599,720
01115-000020,シンエイテクノ株式会社,ダイヤスロープ100,DS100-15,611,770
01115-000021,シンエイテクノ株式会社,ダイヤスロープ100,DS100-20,647,820
01115-000022,シンエイテクノ株式会社,ダイヤスロープ100,DS100-25,649,810
01115-000023,シンエイテクノ株式会社,ダイヤスロープ100,DS100-30,648,820
01115-000024,シンエイテクノ株式会社,ダイヤスロープ100,DS100-35,688,860
01115-000025,シンエイテクノ株式会社,ダイヤスロープ100,DS100-40,745,930
01115-000026,シンエイテクノ株式会社,ダイヤスロープ100,DS100-45,827,1020
01115-000027,シンエイテクノ株式会社,ダイヤスロープ100,DS100-50,829,1020
01115-000028,シンエイテクノ株式会社,ダイヤスロープ100,DS100-55,961,1140
01115-000029,シンエイテクノ株式会社,ダイヤスロープ100,DS100-60,933,1180
01115-000031,シンエイテクノ株式会社,ダイヤスロープ,DS76-65,954,1180
01115-000032,シンエイテクノ株式会社,ダイヤスロープ,DS76-70,1145,1420
01115-000033,シンエイテクノ株式会社,ダイヤスロープ,DS76-75,1383,1660
01115-000034,シンエイテクノ株式会社,ダイヤスロープ,DS76-80,1379,1640
01115-000035,シンエイテクノ株式会社,ダイヤスロープ,DS76-85,1702,2060
01115-000036,シンエイテクノ株式会社,ダイヤスロープ,DS76-90,1742,2100
01115-000038,シンエイテクノ株式会社,ダイヤスロープ,DS76-100,2048,2520
01115-000040,シンエイテクノ株式会社,ダイヤスロープ,DS76-05,494,550
01115-000041,シンエイテクノ株式会社,ダイヤスロープ10,DS10　80-15,504,570
01115-000042,シンエイテクノ株式会社,ダイヤスロープ10,DS10　80-20,529,590
01115-000043,シンエイテクノ株式会社,ダイヤスロープ10,DS10　80-25,524,590
01115-000044,シンエイテクノ株式会社,ダイヤスロープ10,DS10　80-30,560,650
01115-000045,シンエイテクノ株式会社,ダイヤスロープ10,DS10　80-35,573,660
01115-000054,シンエイテクノ株式会社,ダイヤスロープ10,DS10　80-10,489,570
01115-000055,シンエイテクノ株式会社,ダイヤスロープ10,DS10　80-40,734,890
01115-000056,シンエイテクノ株式会社,ダイヤスロープ10,DS10　80-45,846,1060
01115-000057,シンエイテクノ株式会社,ダイヤスロープ10,DS10　80-50,1082,1300
01115-000063,シンエイテクノ株式会社,ダイヤスロープ屋外用,DSO　76-30,597,720
01115-000065,シンエイテクノ株式会社,ダイヤスロープ屋外用,DSO　76-40,718,880
01115-000067,シンエイテクノ株式会社,ダイヤスロープ屋外用,DSO　76-50,939,1090
01115-000069,シンエイテクノ株式会社,ダイヤスロープ屋外用,DSO　76-60,992,1120
01115-000071,シンエイテクノ株式会社,ダイヤスロープ屋外用,DSO　76-70,1808,2150
01115-000077,シンエイテクノ株式会社,ダイヤスロープ屋外用,DSO　76-100,2880,3480
01115-000101,シンエイテクノ株式会社,ダイヤスロープFRP,DSF70-95・100,3458,4020
01115-000102,シンエイテクノ株式会社,ダイヤスロープFRP,DSF70-105・110,3606,3990
01115-000103,シンエイテクノ株式会社,ダイヤスロープFRP,DSF70-115・120,3932,4310
01115-000104,シンエイテクノ株式会社,ダイヤスロープFRP,DSF70-125・130,4012,4380
01115-000106,シンエイテクノ株式会社,ダイヤスロープFRP,DSF70-145・150,4364,4880
01115-000129,シンエイテクノ株式会社,ダイヤスロープ10+（プラス）,DS10P/68-20,580,740
01117-000001,野口株式会社,ノグファイバーマットレス,HSG-N,1323,1580
01117-000002,野口株式会社,NNマットレス,NGC-91,1640,2010
01131-000013,株式会社グランツ,グーマットレス,B-287,1489,1600
01131-000023,株式会社グランツ,オーイーダブルマットレス,MT-02,1101,1330
01131-000040,株式会社グランツ,グーマットレスN,MT-07,1304,1590
01131-000047,株式会社グランツ,ウレタンマットレス　MT-09,MT-09,1350,1770
01131-000048,株式会社グランツ,立ち上がり手すり　PA-9534,PA-9534,4658,5130
01134-000001,株式会社TESS,Profhand（プロファンド）,PR000025（赤） /　PR000026（黄）,14739,16420
01138-000012,株式会社レイクス21,Lスロープ,TL-010/110/015/115/020/120,903,1110
01138-000013,株式会社レイクス21,Lスロープ,TL-025/TL-125/TL-030/TL-130,843,1080
01138-000014,株式会社レイクス21,Lスロープ,TL-035/TL-135/TL-040/TL-140,647,840
01138-000015,株式会社レイクス21,Lスロープ,TL-045/TL-145,559,670
01148-000001,豊田通商株式会社,Tフィットマットレス ソフト＆ハード レギュラーサイズ（83幅）,SOFTHARD1910-830,1891,2180
01148-000002,豊田通商株式会社,Tフィットマットレス ソフト＆ハード ショートサイズ（83幅）,SOFTHARD1800-830,1878,2230
01148-000003,豊田通商株式会社,Tフィットマットレス ソフト＆ハード レギュラーサイズ（91幅）,SOFTHARD1910-910,1811,2180
01148-000004,豊田通商株式会社,Tフィットマットレス ソフト＆ハード ショートサイズ（91幅）,SOFTHARD1800-910,1861,2230
01148-000009,豊田通商株式会社,Tケアマットレス レギュラーサイズ（83幅）,TCARE1910-830,1988,2210
01148-000011,豊田通商株式会社,Tケアマットレス レギュラーサイズ（90幅）,TCARE1910-900,1109,1510
01149-000012,グローバル産業株式会社　ドクターケア事業部,ブレイラ プラス,BRPS-910R,1654,1890
01149-000014,グローバル産業株式会社　ドクターケア事業部,ブレイラハイブリッドケアシート,BRHS-400BL,1501,1760
01149-000015,グローバル産業株式会社　ドクターケア事業部,ブレイラハイブリッドケアマットレス,BRHM-910R,5176,5540
01149-000016,グローバル産業株式会社　ドクターケア事業部,ブレイラハイブリッドケアマットレス,BRHM-830R,5163,5380
01149-000019,グローバル産業株式会社　ドクターケア事業部,ラクラ2WAYシート,RK-CS-2W,1703,1820
01149-000020,グローバル産業株式会社　ドクターケア事業部,ラクラ　ポジショニングマットレス通気タイプ,RKPM-BR,2731,3350
01149-000023,グローバル産業株式会社　ドクターケア事業部,ラクラ　3Dコイルマットレス,RK3DM-910R,2894,3160
01149-000028,グローバル産業株式会社　ドクターケア事業部,ブレイラ　プレミアムケアマットレス,BR-PCM,6510,7220
01149-000042,グローバル産業株式会社　ドクターケア事業部,体圧分散マットレス　ドクターケア　通気タイプ,DC-MA,2596,2760
01149-000058,グローバル産業株式会社　ドクターケア事業部,Medibo（メディボ）　ベッドパッド,MDB-BP,1772,2170
